Id,SalePrice
1460,11.793504588248814
1461,12.016610385209551
1462,12.082280022341951
1463,12.189785385350449
1464,12.141503129665072
1465,12.101557895434393
1466,12.089930702107075
1467,12.073501674626533
1468,12.081281135077157
1469,11.64668404462837
1470,12.201420882804868
1471,11.483070797500442
1472,11.5114211319416
1473,11.89750315603313
1474,11.841109457920378
1475,12.731144628455276
1476,12.506966049783232
1477,12.553023233100484
1478,12.455208233614128
1479,12.970705182976507
1480,12.668494809094934
1481,12.217699015561335
1482,12.024542700196106
1483,12.055665676179357
1484,12.102472128733657
1485,12.154213581168555
1486,12.788608514632738
1487,12.397516262513157
1488,12.190114611304772
1489,12.241068870359154
1490,12.152460828498105
1491,11.447802513248392
1492,12.101257593803215
1493,12.514696907846433
1494,12.544174583856776
1495,12.305092534081394
1496,12.097207605187295
1497,11.975028548252746
1498,11.969579174314804
1499,11.893458001816509
1500,12.04426724742556
1501,11.936165162106922
1502,12.661503518853138
1503,12.359657336360774
1504,12.330503991798178
1505,12.119332352371705
1506,12.309774497801591
1507,12.214308528859153
1508,11.974529672748057
1509,11.890743422548358
1510,11.85226966007264
1511,12.040645820877215
1512,11.917206366029133
1513,11.984549863833234
1514,12.048877072409702
1515,11.91569168745424
1516,12.0664374544139
1517,11.677277310141248
1518,12.33107441766208
1519,11.82428055130138
1520,11.840786740780729
1521,11.958768894422656
1522,11.613682480017433
1523,11.715304098530169
1524,11.736057309049938
1525,11.762583544393431
1526,11.46659813872307
1527,11.811068941138007
1528,11.926711966859555
1529,12.042362197199111
1530,11.542975571504329
1531,11.485895017372298
1532,11.85503183179993
1533,11.742457634458464
1534,11.962305341924848
1535,11.690342447083404
1536,11.075129181454106
1537,11.956929824914564
1538,12.165651049140752
1539,11.545359034004626
1540,11.96623502449718
1541,11.830548217537059
1542,12.364001134970525
1543,11.231484989004498
1544,11.597968105000161
1545,11.674549211797272
1546,11.820293501118085
1547,11.77018091710283
1548,11.594532417538774
1549,11.827676168758861
1550,11.731800430269564
1551,11.762071296164741
1552,11.893629921152682
1553,11.581552708346726
1554,12.070719095986917
1555,11.218552855476025
1556,11.717212594422396
1557,11.376352465999451
1558,11.606451610639088
1559,11.796333293199174
1560,11.862434394858035
1561,11.762246136660108
1562,11.687976799233756
1563,11.994868731931337
1564,11.914735122411246
1565,12.359845378423675
1566,11.1309370336068
1567,12.334957529777633
1568,11.845895912682636
1569,11.835279016456296
1570,11.605214715248005
1571,11.895320610085014
1572,12.436719864488502
1573,11.560501186060039
1574,12.09885971933433
1575,12.261698243948377
1576,12.122148254894702
1577,11.839423247974938
1578,11.911802940633795
1579,12.181287888528404
1580,11.861102182382545
1581,11.783990589841457
1582,12.701568437788492
1583,12.34976834401003
1584,11.872992487755669
1585,10.992319715935146
1586,11.51757751329444
1587,11.914527440283306
1588,11.548701085689197
1589,11.760346166379225
1590,11.633773410072694
1591,11.759943350463304
1592,11.703501731432986
1593,11.788611762409085
1594,11.624540077499063
1595,12.394089996938627
1596,12.036500195671847
1597,12.150366956116699
1598,11.965744419201345
1599,11.991715682944477
1600,11.021805856562917
1601,11.65854301853233
1602,11.37047081014696
1603,12.525999017673286
1604,12.411517003018421
1605,12.079269142543557
1606,11.954506373382147
1607,12.268522498779028
1608,12.124714022287451
1609,11.953302747908856
1610,11.889149006785333
1611,11.980180006358477
1612,11.948444347247479
1613,11.682177236111759
1614,11.396499877154337
1615,11.152705040446502
1616,11.377452511223652
1617,11.739317163145243
1618,11.825067543415608
1619,11.7904646335698
1620,11.887791897419277
1621,11.880008432279837
1622,12.661897695696727
1623,12.251737640228649
1624,11.722180915738413
1625,11.976054118812542
1626,12.116904939223385
1627,12.536021510939438
1628,12.08881633518552
1629,12.768882303424643
1630,12.239018035813698
1631,12.325921660165045
1632,12.06420603618591
1633,12.121127465330408
1634,12.112162494673402
1635,11.97407378506311
1636,12.149506241759278
1637,12.170502358538144
1638,12.058238574054274
1639,12.530521235125576
1640,12.082257333574715
1641,12.294100436303632
1642,12.281561633893762
1643,12.347375837663538
1644,12.138104694168112
1645,11.977549550184186
1646,11.93897761044839
1647,11.786190027363569
1648,11.840655006548937
1649,11.654124657077732
1650,11.687390302226124
1651,11.465052798944315
1652,11.581255879657244
1653,11.912967904281716
1654,11.895179743821053
1655,11.888979813338366
1656,11.945857344754621
1657,11.93219170909661
1658,11.876543214570372
1659,11.891190300167771
1660,13.067454024674761
1661,12.893301970669471
1662,12.868159968911856
1663,13.035423882799114
1664,12.654511609425258
1665,12.70670175596469
1666,12.791816116755177
1667,12.725469174849408
1668,12.577255730287057
1669,12.7645780189731
1670,12.479442755368973
1671,12.983425062745233
1672,12.599755127932905
1673,12.431897651950983
1674,12.184325432395386
1675,12.179150372705733
1676,12.300437737575564
1677,13.186035659985002
1678,12.757923386094346
1679,12.78804850375072
1680,12.353659698270766
1681,12.621803222136998
1682,12.11155972500038
1683,12.020278190286174
1684,12.083189001467018
1685,12.030539120516194
1686,12.060921268240163
1687,12.118845889806337
1688,12.105104921454249
1689,12.115068415096315
1690,12.095280508056826
1691,12.360918333553894
1692,12.078616941051967
1693,12.099868617174929
1694,12.012213830760265
1695,12.500516438400211
1696,12.027758788504634
1697,12.889376342338336
1698,12.643942380292494
1699,12.394095242016984
1700,12.430909331802136
1701,12.463332881829077
1702,12.444838498544875
1703,12.576421184721276
1704,12.30614266102085
1705,13.03880454610237
1706,12.217703861653588
1707,12.287549935310684
1708,12.504231408489108
1709,12.297658221674892
1710,12.435994644787138
1711,12.455517063663914
1712,12.501309139935346
1713,12.287933755017422
1714,12.210539785307738
1715,12.12652319815094
1716,12.064901319254483
1717,11.766522778424855
1718,12.234843292901395
1719,12.396302449148532
1720,12.004801837470598
1721,11.649687410942361
1722,11.910584030364294
1723,12.27914299049926
1724,12.399878911418984
1725,12.161795045436202
1726,11.983947815189604
1727,12.120572276291682
1728,11.974425299907393
1729,11.89786200591298
1730,11.699811083140759
1731,11.78475937952754
1732,11.631230891545364
1733,11.72278006679761
1734,11.798957129107727
1735,11.646619814108739
1736,12.829145515948575
1737,12.34132588741174
1738,12.556683222704029
1739,12.204839608148655
1740,12.15400065603182
1741,12.051509294658663
1742,12.05706843983482
1743,12.64199198451689
1744,12.343376301262536
1745,12.291346918574801
1746,12.299860361198245
1747,12.335497802792204
1748,12.011900326206042
1749,11.800054407259273
1750,12.359394140684206
